Year,Month,Day,TotalPrecip,SolarHours,AvgCloud,MinTemp,AvgTemp,vapor_pressure,AvgWindSpeed
2006,8,17,15,3.7,8.5,25.4,28.1,29.3,2.3
2006,8,18,0,9.8,7.3,25.6,29.4,29.6,3.5
2006,8,19,0,10.4,6.3,26.6,31.2,28.4,2.8
2006,8,20,0,8.7,9,27.4,30.7,28.2,2.7
2006,8,21,0,3.2,10,27.8,29.7,27.6,2
2006,8,22,4.5,4.1,9.5,24.9,27.5,27,2.7
2006,8,23,0,9.8,7,24.5,27.1,24.1,3
2006,8,24,0,9.8,5.5,23.8,27,24,3.3
2006,8,25,0,12.3,1.3,23.7,27.2,22.7,4.3
2006,8,26,0,9.8,2.8,23.3,27.1,23.5,3.5
2006,8,27,0,10.4,3.8,24.6,28.7,24.5,2.3
2006,8,28,0,4.2,9.8,25.9,29.2,24,3.4
2006,8,29,1,5.3,9,24.3,27.4,25.7,3.4
2006,8,30,10,4.3,9.3,22.9,25.4,23.7,2.8
2006,8,31,0,11.1,4.3,21.3,25.7,22.2,4
2006,9,1,0,4.3,6.8,21.9,24.8,21.3,3.6
2006,9,2,0,7,6.5,20.3,24.8,20.4,4.1
2006,9,3,0,6.8,5,22,24.9,20,3.8
2006,9,4,0,11.9,1.3,21.3,26.5,20,2.8
2006,9,5,10.5,0,7.5,19.9,22.1,20.2,3.1
2006,9,6,43.5,0.3,9.5,19,20.5,19.8,2.7
2006,9,7,104.5,0,10,20.5,21.7,23.4,2.6
2006,9,8,0,10.1,3.8,22.2,26.1,24.9,4.9
2006,9,9,0,10.7,5,24.5,29.5,26.3,2.3
2006,9,10,15.5,0,10,20.5,23.5,24,3.2
2006,9,11,0,1.2,10,19.8,21.4,19.1,4.4
2006,9,12,0,0,10,19.8,21.7,18.9,4.7
2006,9,13,16.5,0,10,18.5,19.7,19.2,3.1
2006,9,14,22,1,8.8,17.8,20.7,19.6,3.1
2006,9,15,0,5.8,7.3,19.4,22.9,19.8,3.6
2006,9,16,11,0.2,10,19.4,21.5,19.7,1.9
2006,9,17,0.5,4.1,9.5,19.8,22.5,21.7,5.1
2006,9,18,0,9.8,9.5,22.5,27,21.7,7.8
2006,9,19,5.5,0.8,9.3,19.7,21.2,19.1,5.7
2006,9,20,0,10.2,1,17.6,21.4,17,3.8
2006,9,21,0,10.9,4.5,16.4,21.2,17,4.7
2006,9,22,0,7.1,5.8,17.1,20.4,15,4.5
2006,9,23,0,10,4.5,15.8,19.9,14.2,5
2006,9,24,0,3.4,6,15.9,20.1,15.1,3.1
2006,9,25,0,10.6,1.5,14.9,19.6,14.5,4.9
2006,9,26,1,2.2,9,16.8,19.9,17.4,2.2
2006,9,27,18,0.3,10,16.1,19.4,17.8,2
2006,9,28,6.5,4.9,9.3,17.6,19.8,17,2.6
2006,9,29,0,8.4,6,15.5,19.8,16.4,2
2006,9,30,0,10.3,6,16.5,20.1,16.7,2
2006,10,1,13.5,0.1,9.3,16.1,18.8,17.1,2.2
2006,10,2,39.5,0,10,16.6,18.2,18.2,1.7
2006,10,3,0,5.7,5.8,16.5,19.5,17.1,3.3
2006,10,4,0,7.9,6.3,15.9,20.7,17.4,4.6
2006,10,5,2,0,10,19.4,20.7,19.6,3.7
2006,10,6,17,0,10,16.6,18.8,18.4,6.1
2006,10,7,16,0.9,10,15.5,16.9,15.2,6.4
2006,10,8,3,2.3,8,13.7,17.1,13.5,5.3
2006,10,9,0,10.2,4.5,11.6,17.2,13.1,3.7
2006,10,10,0,10.6,1.5,13.7,20.1,14.7,2.2
2006,10,11,0,0.4,9,17,19.2,16.3,1.8
2006,10,12,0,6.1,7.8,15.4,19.4,17,2.7
2006,10,13,0,8.5,3.8,14.2,18.3,14.2,3.9
2006,10,14,0,8.9,3,12.8,17.1,12.7,1.6
2006,10,15,0,8.8,1.5,13.3,17.6,14.7,4
2006,10,16,0,9.2,0.5,13.9,17.9,13.9,3.5
2006,10,17,0,10.1,1.8,13,18.9,13.7,3.3
2006,10,18,0,7.6,5,15.3,18.6,15.4,4.2
2006,10,19,0,9,4.3,14.2,19.6,14.6,2.2
2006,10,20,12,1.7,9.3,15.9,18.5,15.3,2.2
2006,10,21,0.5,8,3.8,12.6,16.5,12.6,4.2
2006,10,22,0,7.7,5.8,10.7,17.3,13.1,2.2
2006,10,23,32,1.7,10,17.2,19.1,17,4.8
2006,10,24,0,2.3,9.5,15.7,17.6,14.9,4
2006,10,25,0.5,3.7,8.8,14.5,17,14.4,3.1
2006,10,26,0,4.6,10,15.4,17,13.1,2.7
2006,10,27,0.5,7.6,7.8,13.9,16.5,12.6,2.4
2006,10,28,0,9.9,3.3,12.3,17.7,12.6,2.2
2006,10,29,0,6,6.3,15.3,17.9,14.1,2.4
2006,10,30,0,9.7,1,12.3,15.5,11.4,4.1
2006,10,31,0,10.1,0.3,10.8,15.4,11.8,2
2006,11,1,0,7.1,7,12.3,15.8,11.7,4.3
2006,11,2,0,7.8,4.8,11.5,14.8,11.6,4.3
2006,11,3,0,9.7,0,9.6,14.4,10.5,2
2006,11,4,0,7.4,2.5,10.8,16,11.2,2.3
2006,11,5,0,8.8,0,11.8,16.9,11.7,2.4
2006,11,6,4.5,0,8,13.1,17.2,12.5,4.5
2006,11,7,32,0.6,7.8,7.5,11.9,9.1,10.2
2006,11,8,0,6.7,5,9.5,13.6,8.5,4.4
2006,11,9,0,9.9,1,7.5,16.3,9.4,4.2
2006,11,10,0,4.2,8.8,14.5,17.7,13.7,3.7
2006,11,11,45,0,10,9.5,12.8,12.3,4.3
2006,11,12,2,1,9.3,7.4,9.2,6.9,6.7
2006,11,13,0,4.5,7,7.2,13.1,8.4,5.7
2006,11,14,25,0.5,10,12,15.7,11.3,6.8
2006,11,15,34,2,9.8,7.7,10.2,8.5,6
2006,11,16,14.5,1.4,9.8,8,9.6,9.1,3.3
2006,11,17,5,6.4,7.8,7.7,9.7,8.9,4.4
2006,11,18,0,4.7,9.3,7.4,10,8.4,4.1
2006,11,19,6,0,8.8,6.9,10.2,8.7,4.9
2006,11,20,9.5,0,10,10.4,12.3,12,3.4
2006,11,21,0,9,4.3,8.5,12.7,10.2,2.8
2006,11,22,0,2.3,5.3,8.6,11.6,9.2,4.9
2006,11,23,0,0,10,6.6,8.2,6.8,6.1
2006,11,24,0,5.3,9,5.7,8.9,6.7,5.6
2006,11,25,0,9.4,0.3,3.8,9.1,6.7,4.1
2006,11,26,5,0.1,10,7.6,12.1,9.7,3.2
2006,11,27,44,0,10,11.9,13.1,13.3,3.5
2006,11,28,8,1.5,8.5,10.2,11.5,10.8,2.8
2006,11,29,9,0,10,8.5,11.2,9.9,3.6
2006,11,30,14.5,0.9,9.8,6.4,8.6,8.4,3.6
2006,12,1,54,1.1,10,5.3,7.3,8.1,4.8
2006,12,2,29.5,1,9,3,7.7,7.6,6.9
2006,12,3,21.5,0.1,10,1.6,3.7,6.7,3.3
2006,12,4,18,0.7,10,2.9,4.3,6.9,3
2006,12,5,4.5,1.9,9,3.9,7.7,7,4.7
2006,12,6,1.5,7.8,4.3,4.3,7.2,7.6,3
2006,12,7,4.5,0.1,10,3.8,10.1,7.7,3.6
2006,12,8,1.5,0,10,5.8,7.5,7.9,4.8
2006,12,9,4,0,9.5,5.5,7.4,8.4,1.7
2006,12,10,2,0,9.3,3.8,6.2,7.2,3.7
2006,12,11,0,5.6,5.3,4.1,7.1,6.3,4.9
2006,12,12,4,0.1,7.8,5.8,8.8,7.9,3.9
2006,12,13,3,0.8,7.8,6.3,9.3,8.4,3.1
2006,12,14,5.5,0,10,7.7,9.3,9.2,2.6
2006,12,15,0,2.6,7.8,8.7,11,8.1,5.2
2006,12,16,0,4.6,9,7.8,11.3,7.5,4.8
2006,12,17,34.5,0.4,9.5,2.6,7.5,7.6,6.2
2006,12,18,3,0,9.8,2.8,4.2,5.8,3
2006,12,19,2,1.4,10,4.1,6.7,6.8,2.7
2006,12,20,0,8.1,5,4.2,7.6,7,2.6
2006,12,21,2,0,7.5,3.3,7.5,7.2,2.1
2006,12,22,3,1.3,7.5,5.1,7.5,7.9,2
2006,12,23,6,0.4,10,5.3,8.2,7.8,4.7
2006,12,24,0,3,7.3,2.2,6.2,5.4,3.7
2006,12,25,0,8.4,2.5,0.1,5.6,5.9,3.8
2006,12,26,13,0,8.3,3.6,8.3,8,4.1
2006,12,27,19,1.2,9.8,8.6,10.8,9.8,4.8
2006,12,28,34.5,0.9,10,0.3,5.8,6.7,9.2
2006,12,29,7,0.5,10,-0.5,2.5,4.9,7.6
2006,12,30,0.5,0.1,10,1.7,3.4,5.2,4.3
2006,12,31,0,6.6,4.8,-0.2,3.4,5,2.2
2007,1,1,0,6.2,7.5,-2.1,3.4,4.5,2.1
2007,1,2,0,0,10,3.2,7,7.4,3.2
2007,1,3,0,4.4,5,2.2,5.6,6.8,3.2
2007,1,4,0,2.4,7.8,0.7,4.6,5.5,2.7
2007,1,5,0,8.2,5.3,0.7,5.6,5.7,2.9
2007,1,6,12,0.4,9.8,3.8,6.8,7.4,3.9
2007,1,7,7,0,10,2.2,5.8,5.8,11
2007,1,8,0,0,10,2.2,5.4,4.9,6.5
2007,1,9,1.5,2.5,9.5,1.6,3.7,5.4,3
2007,1,10,22,0.4,10,3.3,4.3,6.7,3.4
2007,1,11,0.5,3.7,8,2.1,3.4,5.9,4.1
2007,1,12,5.5,1.1,7.8,1.8,4.8,6.5,4.6
2007,1,13,3.5,0,10,1,2.8,5.8,3.8
2007,1,14,1,0.4,10,1,2.8,5.4,2.1
2007,1,15,0,5,6.3,0.7,5.3,5.7,2.7
2007,1,16,0,4.5,8.5,3.6,8.3,6.2,3.1
2007,1,17,5.5,0,9.5,4.7,6.2,7.9,3.1
2007,1,18,10.5,0.1,10,4.9,6.3,7.1,4.5
2007,1,19,0,3.1,6.5,0.1,4,4.4,3
2007,1,20,0,5.2,6.8,-1.5,3.3,5,3.4
2007,1,21,0,5.1,8.3,0.7,5.8,5.5,2.9
2007,1,22,5,0.2,7.5,2,4.8,5.9,2.2
2007,1,23,0,4.7,7.8,1.8,4.4,5.1,1.6
2007,1,24,1.5,0,9.5,0.2,3.5,5.6,1.8
2007,1,25,0.5,0.9,9,3,5,5.6,2.5
2007,1,26,10.5,6.3,7.3,2.9,7.3,5.5,3.6
2007,1,27,23.5,0.2,10,2.7,5.1,6.9,5.6
2007,1,28,,1.1,9.5,1.7,3.9,6.6,2.6
2007,1,29,0,7.1,5.5,2.3,5.7,6.2,2.5
2007,1,30,0,9.8,0.5,1.1,6.7,6.6,2.5
2007,1,31,8,0.1,9.8,5.1,6.9,6.6,7.6
2007,2,1,19.5,0.2,10,0.7,2.6,5.7,6.8
2007,2,2,5,2.6,8.5,0.1,2.1,5,4.4
2007,2,3,7.5,5.5,6.3,1.7,5.7,5.2,7.4
2007,2,4,3,8.2,3.5,-0.1,4.1,4.1,4.9
2007,2,5,0,8.6,3,-1.9,5.7,4.8,2.3
2007,2,6,0,4.1,7,4.5,9.7,7.4,4.9
2007,2,7,0,9,0.5,0.9,5.7,5,3
2007,2,8,3,6.4,5.8,0.4,6,5.9,2.1
2007,2,9,3,0,10,6,9.5,9.8,2
2007,2,10,13.5,0,10,4.9,8.1,8.1,5.4
2007,2,11,2.5,0.8,9.3,3,4.9,5.7,3.5
2007,2,12,2,4.6,10,2.9,6,6.6,2.9
2007,2,13,0,5.8,7.3,3.3,7.5,6.1,3.8
2007,2,14,28,0.3,10,6.4,11.3,9,8.1
2007,2,15,5,2.1,9,1.7,4.3,5.4,12
2007,2,16,0,3.7,9.8,2.6,5,4.9,3.4
2007,2,17,6,2.3,7.5,-0.3,4.1,5.5,2.3
2007,2,18,9,0.2,9.8,4.8,6.8,7.5,4.8
2007,2,19,0,4.3,8.3,3.2,6.1,6.1,2.7
2007,2,20,0,10.5,0.5,0.3,5.4,5.7,2.1
2007,2,21,0,8.8,1,1.1,7,6.2,2.1
2007,2,22,0,8.8,5,2,9.3,5.4,2.2
2007,2,23,25,0,10,3.2,8,7.6,4.2
2007,2,24,0,6.7,4.5,1.1,3.1,4.1,6.3
2007,2,25,0,8.1,7,0.1,3.9,4.5,7.1
2007,2,26,0,10.6,0.3,2.7,6.8,5.2,4.5
2007,2,27,0,3.7,8.5,3.2,8.5,7.4,2.7
2007,2,28,2.5,4.3,6,2.3,6.2,6.2,6.3
2007,3,1,0,10.6,0,-0.3,4.9,5.4,4.2
2007,3,2,0,6.1,6.3,1.4,6.5,5.6,4.6
2007,3,3,0,0.5,9.5,4.6,10.2,6.7,1.8
2007,3,4,0,8.2,7,9,12.7,9.5,2.5
2007,3,5,23,0,10,8.1,14.4,9.9,8
2007,3,6,4.5,0.7,9.3,0.6,5.1,5.5,8.6
2007,3,7,31,0,10,0,1.2,5.5,3.9
2007,3,8,25,1,10,0.2,1.4,5.7,3.9
2007,3,9,1.5,5.6,9.3,1.3,4.3,5.7,2.4
2007,3,10,1.5,6.3,8.5,1.8,7.7,5.9,3.2
2007,3,11,25.5,3.5,9.3,0.5,4.5,5.9,8.7
2007,3,12,1.5,2.1,6.3,1.9,4.2,4.9,9.3
2007,3,13,1,3.4,8.8,2.4,4.9,4.8,4.3
2007,3,14,0,4.1,6.8,1.4,4.5,4.5,2.9
2007,3,15,0,0.3,8.5,1.6,4.4,4.6,2.7
2007,3,16,0,8,4.5,1.1,4.2,4.4,5.4
2007,3,17,0,4,8,1.4,3.3,4.1,3.7
2007,3,18,0,8.2,5.5,0.2,3.3,4.3,3
2007,3,19,0.5,4.1,10,1,3.3,4.2,3.2
2007,3,20,3,6.4,7.8,-0.1,3.7,5,2.6
2007,3,21,0,9.1,5.5,0.9,6,4.6,2.3
2007,3,22,4.5,1.1,10,3.1,7.9,7.1,4.6
2007,3,23,0,10.9,3.5,2.9,9.5,6.5,2.5
2007,3,24,1,0,10,6.4,13.6,8.6,5.6
2007,3,25,17,1.9,7.5,7.5,11.6,10.8,4.4
2007,3,26,2.5,8.3,2.5,6,10.1,7.1,3.3
2007,3,27,0.5,0,9.3,6.8,13,7.4,4.7
2007,3,28,1,7.2,7.5,9.6,11.7,9.7,3.6
2007,3,29,2.5,0.2,10,9.6,12.8,8.9,6.8
2007,3,30,15,0,8.3,5.6,8.8,8.8,4.1
2007,3,31,14,0,8.3,3.9,11.6,9.3,4.8
2007,4,1,0,4,10,10.5,13.1,10.7,3.8
2007,4,2,0,5.2,8.5,7.7,10.1,8.6,3.2
2007,4,3,0,4.1,6,3.9,7.2,5.9,3.7
2007,4,4,5.5,2.7,10,2.8,4.8,6.1,4.2
2007,4,5,0,8.4,5.3,1.8,6.1,5.1,2.8
2007,4,6,0,11.2,3.8,2.6,8,5.6,3
2007,4,7,0,10,5.3,4.6,10.4,7.7,2
2007,4,8,0,8.9,7,6.2,11.2,8.9,3.5
2007,4,9,5.5,6.7,7.3,7.4,10.3,8.6,2.9
2007,4,10,0,11,3.5,5,11.5,7.3,3.1
2007,4,11,0,5.1,6.8,7.1,10.6,8.4,3.2
2007,4,12,0,9.5,3.8,4.6,10.5,7.5,2.3
2007,4,13,4,3.5,9.5,10.7,16.7,9.2,6.5
2007,4,14,1.5,1.3,8.3,8.7,11.7,9.7,7.4
2007,4,15,0,11.1,6,5.9,10.3,8.4,3.4
2007,4,16,0,0,10,8.8,10.1,9,4.8
2007,4,17,2,4.9,5.8,7.8,10.4,8.7,3.8
2007,4,18,6.5,0,10,6.6,9.6,7.9,3.5
2007,4,19,0,11.4,3.8,6.4,10.9,8.5,3.1
2007,4,20,0,11.1,5.5,6.2,16.4,7.5,4.3
2007,4,21,1.5,0,10,16.5,19.6,11.2,5.8
2007,4,22,21,0,10,12.5,18.8,14.1,6.8
2007,4,23,3,1.3,7.5,9.2,12.6,10.6,4.6
2007,4,24,0,6.5,9.5,7.7,12.7,9.8,2.6
2007,4,25,2,2.1,9.5,12.7,14.2,11.9,4.7
2007,4,26,0,2.9,6,7.3,12.7,8.6,5.6
2007,4,27,0,12.8,5.5,4.7,10.9,5.3,3
2007,4,28,12.5,7.1,6.5,9.5,13.6,10.8,4.6
2007,4,29,0,12.7,1.5,7,15.1,6.2,4.5
2007,4,30,0,11.8,5,9.4,18.4,6.1,2.7
2007,5,1,5,1.5,9.8,14.7,17,11.9,2.4
2007,5,2,13.5,0,9.5,12.1,14.5,13.1,4.2
2007,5,3,0,11.8,2.8,9.7,16.3,10.8,5.9
2007,5,4,0,12.4,1.5,14.3,19.6,11.2,4.4
2007,5,5,0,6.9,7.5,13.7,18,14.2,2.8
2007,5,6,9.5,0,10,14.2,15.8,15,3.5
2007,5,7,0.5,6.9,5.3,13,15.4,13.3,2.7
2007,5,8,0,11.4,1.5,10.9,18.9,10.8,5.5
2007,5,9,0,9.6,5,14,20,10.2,4
2007,5,10,27.5,0,10,11.2,14.2,11.3,5.3
2007,5,11,0,9.8,4.3,10.8,13.6,9.9,3.3
2007,5,12,0,7.1,7.5,8.7,14.4,10.1,2.1
2007,5,13,0,8.1,6.5,12.3,16.9,11.3,6.5
2007,5,14,0,12.2,2.8,10.1,18.9,6.9,4.1
2007,5,15,0.5,9.2,4.3,12,16.1,11.2,4.9
2007,5,16,0,7.2,6.5,10.2,17.3,9.6,2.1
2007,5,17,10.5,0.7,9,14.5,17.1,13.4,7
2007,5,18,5,6,8.5,15.8,19.9,12.1,7.8
2007,5,19,11,0.3,10,11.9,14.4,12.2,5.5
2007,5,20,2,0.5,7.3,10.7,12.4,10.4,5.1
2007,5,21,0,11.9,4.3,8.4,15.3,10.5,2.1
2007,5,22,0,11.8,4,13.8,19,12.5,2
2007,5,23,0,11.5,6.8,14,20.9,12.1,2.7
2007,5,24,0,11,7.3,16.4,21.9,12.2,2.7
2007,5,25,29,0,10,16.7,19.2,17.2,3.5
2007,5,26,0,11,0,14.1,19.9,13.4,6.2
2007,5,27,0,10.3,5.5,12.6,17.7,12,5.1
2007,5,28,0,9.2,8.8,12.2,15.8,11,3.8
2007,5,29,0,8.9,4.8,13,19.5,12.6,2.6
2007,5,30,0,0.2,7.5,15.6,17.7,14.4,2.6
2007,5,31,6,0.3,10,15.3,16.5,14.7,3.7
2007,6,1,0,2.1,10,14.3,16.2,14.1,3.3
2007,6,2,0,12.1,7.8,14.1,20,14.5,3.8
2007,6,3,0,9.2,9,17.1,20.8,14.7,3.3
2007,6,4,0,12.1,4.5,17.1,21.1,15.2,2.5
2007,6,5,0,9.5,8.3,18.3,23.1,15.4,3.8
2007,6,6,2,4.1,8.5,19.7,22.4,17.1,
2007,6,7,0,8.4,6.3,18,22.4,17.1,2.9
2007,6,8,4,1.7,7.5,18.3,21.3,16.7,2.6
2007,6,9,21.5,0.1,10,15.7,17.8,16.3,2.6
2007,6,10,0,0.9,10,14.4,17.8,15.1,2.2
2007,6,11,0,3.9,7.5,17,19.4,17.1,2.6
2007,6,12,0,11.8,4,17.1,23,17,2.3
2007,6,13,0,11.9,5.5,18.9,24.2,15.9,3.2
2007,6,14,21.5,0,10,18.8,20.9,19.1,2.9
2007,6,15,4.5,2.5,8.5,18.5,20.2,18.4,4.7
2007,6,16,0,12.9,3.3,16.3,20.8,16,5.9
2007,6,17,0,8.7,7.3,15.9,21.9,16.2,3.8
2007,6,18,0,3.2,10,19.4,22.7,18.6,2.9
2007,6,19,0,10.8,9.3,19.6,23.5,18.4,3
2007,6,20,0,8.1,6.5,20.8,25.2,19.9,2.4
2007,6,21,19.5,0,10,21.1,22.9,21.7,2.4
2007,6,22,83.5,0,10,18.3,19.8,20,4.4
2007,6,23,0,9.9,5.8,17.4,21.4,19.2,3.5
2007,6,24,13,0,10,19.4,20.5,19.6,2.3
2007,6,25,1,0,9.5,19.4,21.5,21,5.1
2007,6,26,0,0,9.8,20.7,22,21.3,2.3
2007,6,27,0,1.1,8.8,20.1,22.1,20.7,1.6
2007,6,28,0,2.3,8.3,19.2,24.4,21.6,2.3
2007,6,29,43.5,0,10,22.3,24,24.6,5.9
2007,6,30,14,0.2,10,20.5,22,21.9,3.7
2007,7,1,0,0.8,8.5,19.3,21.6,19.5,4.2
2007,7,2,7.5,0,10,19.7,20.6,20.6,3
2007,7,3,0.5,2,10,20.2,22.5,22.1,2.6
2007,7,4,23,0,10,20.7,21.8,22.2,4
2007,7,5,10,6.9,9,19.4,21.9,18.7,4
2007,7,6,0,7.7,8.3,21.9,24.2,20.9,3.7
2007,7,7,0,9.4,6,21.1,23.5,21.1,5
2007,7,8,0,3.8,10,21.2,23.3,20.9,2.8
2007,7,9,0,6.8,7,20.8,24.1,22.1,3.1
2007,7,10,7,0,10,22,23.2,23.2,2.2
2007,7,11,3.5,0,10,22.3,24,23.8,3.6
2007,7,12,0,0,10,22.1,23.2,23.2,2.5
2007,7,13,0.5,0,10,21.1,22.3,22.4,2.9
2007,7,14,11,0,10,21.2,22.7,23.3,4.7
2007,7,15,4,1.2,10,22.1,24.1,23.5,6.4
2007,7,16,1.5,0.3,9.8,21,22.4,22.2,4.1
2007,7,17,5,0,10,21.1,22.4,22.1,3.3
2007,7,18,1.5,0.1,10,20.8,22.5,22.1,2.3
2007,7,19,0,12.5,6.5,19.5,25.7,22,2
2007,7,20,17,0,10,22.4,23.8,22.9,1.8
2007,7,21,3.5,0,10,22.2,22.7,23.7,1.7
2007,7,22,0.5,0.3,10,21.4,22.8,22.1,2.3
2007,7,23,2,6.5,6.5,20.8,22.8,21.3,2.3
2007,7,24,0,11.8,4.5,18.9,23.2,20.6,2.5
2007,7,25,7.5,0,10,22.6,25.4,23.8,2.6
2007,7,26,0,1.9,10,23.4,25.2,25.9,3.9
2007,7,27,0,9.4,3,22.6,24.9,22.7,2.4
2007,7,28,0,4.1,8.5,22.1,26.1,23.2,4.9
2007,7,29,0,1.2,10,21.7,24.5,23.3,4.2
2007,7,30,0,4.2,9.5,20.8,23,19.7,4.3
2007,7,31,0,10.5,4,20.2,22.9,19.3,2.4
2007,8,1,0,13.2,5,19.4,27.9,17.4,3.2
2007,8,2,0,10.3,9.8,24.1,29.8,22.9,2.3
2007,8,3,1.5,4.2,9.8,25.4,30,23.3,4.6
2007,8,4,0,1,9.5,25.7,29.3,25.6,5.4
2007,8,5,0,12.5,4.3,25,28.9,24.1,3.5
2007,8,6,0,7.9,6.5,25,28.3,24.2,2.1
2007,8,7,0,6.4,10,25.4,28.2,25,2.6
2007,8,8,0,11.6,8.3,25.6,29.7,25,2.4
