Year,Month,Day,TotalPrecip,SolarHours,AvgCloud,MinTemp,AvgTemp,AvgSeaLevelPressure,AvgWindSpeed
1996,9,21,0,1.9,9.8,18.8,21.1,19.5,4.5
1996,9,22,2.5,0,10,19.9,21.1,20.4,7
1996,9,23,0.5,6,5.8,16,20.8,16.5,4.5
1996,9,24,0,11.4,1.5,14.1,19.8,15.7,2.3
1996,9,25,0,3.6,8.3,17,21.7,18,1.8
1996,9,26,0,1,8.3,18.7,21.2,19.2,2.4
1996,9,27,0,9.1,3.8,15.4,19.3,14,4.4
1996,9,28,0,10.3,7,12.4,18,13.6,4.9
1996,9,29,0,3.6,10,14.8,18.9,15.4,2.5
1996,9,30,0,0,10,17.4,18.8,16.4,2.1
1996,10,1,0,2.4,7.5,16.8,19.7,17,3
1996,10,2,0,3.7,9,16.5,20,17,3.3
1996,10,3,13.5,3.6,7.3,15.2,19,17,2.9
1996,10,4,0.5,6.3,5.3,14.2,18.6,15.1,4.9
1996,10,5,0,8.9,5,15.4,19.4,16.5,3.1
1996,10,6,0,7,6.8,15.9,20.5,16.1,3.2
1996,10,7,23,0,10,14,18.3,16.4,5.4
1996,10,8,4,0,10,13.8,15.5,15.6,2.4
1996,10,9,2.5,6.7,6.8,13.4,17.2,13.5,3
1996,10,10,0,10.7,0.3,11.4,16.7,11.9,3.3
1996,10,11,0,6.8,6.8,12.5,17.7,13.4,3.5
1996,10,12,11.5,1.5,8,14.6,17.5,16.3,2
1996,10,13,2,9.3,4.5,14.3,18.1,16.5,2.1
1996,10,14,0,0.2,5.3,14.4,17,15.7,2
1996,10,15,23,7.7,5,13,16.5,14.3,3.7
1996,10,16,5.5,4,5.5,10.2,13.1,11.2,3.1
1996,10,17,0,10.2,3.5,9.3,14.4,9.9,2.4
1996,10,18,0,2.2,6.5,10.1,16.7,12.7,2.4
1996,10,19,6,4.6,7.8,14.8,16.9,15.2,3.1
1996,10,20,4.5,3,9.5,10.6,13.2,10.9,3.6
1996,10,21,0,9.1,1.8,9.3,12.7,8.7,3.3
1996,10,22,0,10.1,0.3,8.1,13.9,10.4,2.7
1996,10,23,0,10,0,10.2,15.8,11.5,2.5
1996,10,24,0,10.2,0,11.2,17.4,10.3,2.6
1996,10,25,4,9,5.5,12.9,18.6,13.6,3.1
1996,10,26,9.5,0,10,7.7,11.8,10.6,6
1996,10,27,0,10.2,2.5,5.4,10.4,7.6,3.1
1996,10,28,0,7.9,5,7.3,14.6,10.9,2.7
1996,10,29,0,10.1,2.5,12.6,17.2,13.8,2.9
1996,10,30,0,10.2,0,10.2,17.7,11.5,2.7
1996,10,31,4.5,0,10,13.8,15.8,14.8,6
1996,11,1,49,0,10,14.1,14.8,16.3,4.2
1996,11,2,14,0,10,12.1,14,14.9,4.9
1996,11,3,0,6.7,4.5,10.9,14,12.6,2.6
1996,11,4,0,9.7,5,8.7,14.1,10,3.1
1996,11,5,22,0,10,13,16.6,15.5,3.1
1996,11,6,25,0.4,9.8,6.2,12.8,11.2,7.3
1996,11,7,1,9.2,5,3.8,9.9,7.9,3.1
1996,11,8,7,0,10,10.5,12.6,12.9,3.2
1996,11,9,9,0,10,12.9,17.2,16.4,4.3
1996,11,10,0.5,2.7,9.8,13,16,14.3,2.9
1996,11,11,1.5,0,7.8,11.3,14.4,13.6,3.1
1996,11,12,5,0,10,7,11.7,11.6,5.6
1996,11,13,3,0,10,4.7,5.9,6.6,4.8
1996,11,14,0,8.3,5,3.8,10.4,6.8,5.2
1996,11,15,7,0.5,9.8,6.8,10,8.7,8.4
1996,11,16,9,2.2,7.3,4.8,6.6,7.7,3.5
1996,11,17,21.5,2.4,9.5,4.5,10.3,8.4,5
1996,11,18,31.5,0,10,9.3,10.7,10.5,5.5
1996,11,19,6,0,7.5,4.3,8.4,8.9,4.1
1996,11,20,0,3,6.8,2.5,8.2,7.6,2.2
1996,11,21,21.5,1.5,8,6.8,12,10,7.2
1996,11,22,2,0,10,8.8,9.9,10.1,3.2
1996,11,23,0,0.4,8,6.9,10,8.4,2.8
1996,11,24,0,5.9,9.3,7.5,11.4,8.1,2.9
1996,11,25,3,2.1,5.5,6.7,10.4,9.6,3.8
1996,11,26,0,5.9,6.8,4.4,9.2,8.2,4.6
1996,11,27,11.5,0,10,7.6,12.1,11.5,4
1996,11,28,0.5,1.9,9.3,6.6,9.6,7.6,7.3
1996,11,29,26.5,2.7,8.5,6.3,7.9,7.6,6.2
1996,11,30,39.5,0,9.8,0.4,3.6,6.5,6
1996,12,1,60,0.4,10,-0.1,1.3,6.2,7.6
1996,12,2,12,1,10,0.7,3.7,6.5,5.8
1996,12,3,4.5,4,7.5,1.7,5.1,7,2.3
1996,12,4,5,1.2,7.5,2.2,6.8,7.4,2.8
1996,12,5,51.5,0,10,5.5,11.9,11.8,8.7
1996,12,6,27.5,0.1,10,0.5,3.3,6.8,6.3
1996,12,7,37.5,0.8,10,0.5,2.3,6.7,6
1996,12,8,9.5,1.6,9.3,1.2,4.9,7.3,5.2
1996,12,9,6.5,0.6,9.3,4.8,7.4,8.4,4.8
1996,12,10,1,0.1,10,6,8.9,8.8,4
1996,12,11,0,2.7,7.3,7.1,9.6,9,4.1
1996,12,12,3,1.8,10,6.9,9,9.1,2.8
1996,12,13,0,3.5,8.5,5.7,8,8.5,4.6
1996,12,14,0,3.1,4.8,4.2,8.6,8.2,3.1
1996,12,15,0,8.6,0.3,4,7.8,7.6,4.9
1996,12,16,0,7.9,4.5,3.3,9,7.5,2.5
1996,12,17,32.5,0,10,7.5,10.4,11.6,2.8
1996,12,18,27,0,9.8,2,6.6,9,4.9
1996,12,19,3,0,10,2,4.4,6.6,9.5
1996,12,20,2,0.4,10,3,5,6.4,5.5
1996,12,21,7,0,8.5,4.1,5.8,7.9,4.7
1996,12,22,16.5,7,5.5,2.2,7.6,7,7.4
1996,12,23,2.5,1.3,8,2.9,5.3,5.7,7.7
1996,12,24,0,2.9,7.5,1.6,7.9,5.7,5.1
1996,12,25,3.5,0.7,10,6.9,10.5,8.8,5.5
1996,12,26,1.5,0.1,10,1.8,4.4,6.6,3.5
1996,12,27,0,9.1,0,-0.4,3.7,4.9,2.4
1996,12,28,5,1.8,7.3,1.6,6.7,6.5,5.7
1996,12,29,0,8.9,0,0.3,5.6,5.5,2.8
1996,12,30,0,8.6,3,4.5,9,8.5,2.6
1996,12,31,0,4.8,5.3,6.3,10.3,8.6,3
1997,1,1,9,8.3,6.5,5.3,12.6,7.4,5.7
1997,1,2,30.5,0.1,9.3,1.7,4.6,7.2,10.8
1997,1,3,7.5,1.1,9.8,1.4,4,6.5,11.2
1997,1,4,1.5,0.3,9.8,1.1,2.4,6.2,3.4
1997,1,5,6.5,3.1,9.8,0.2,2.9,5.9,3.9
1997,1,6,24.5,0.1,8.3,2.5,5.1,7.3,9.8
1997,1,7,27.5,0.1,9.5,1.1,4.9,7,5.5
1997,1,8,21,1.6,9.8,0.3,2.2,6,2.6
1997,1,9,3.5,0.7,10,0.3,2,6.4,3.1
1997,1,10,3,1.1,10,0.7,3.1,6.6,2.9
1997,1,11,0,0.7,10,2.3,4.2,5.9,2.5
1997,1,12,0,4.7,9.3,2.7,5,5.9,2.5
1997,1,13,0,9.3,0.5,0.4,4.6,5.6,2.6
1997,1,14,2,1.5,7.8,1,6.5,6.5,7
1997,1,15,0,0.4,10,2,3.2,5.6,3.6
1997,1,16,0,1.6,10,0.3,4.7,5.3,2.6
1997,1,17,0,9.3,2.8,2,6.6,6.2,2.9
1997,1,18,5,0.2,9.8,2.3,6.4,6.9,7
1997,1,19,2,0.4,8.5,1,3.8,6.3,3.7
1997,1,20,4.5,2.4,8.3,3,5.9,7.5,5.8
1997,1,21,26.5,0,10,-5,1.3,6.1,10.8
1997,1,22,6.5,2.1,9.5,-5.5,-0.3,4.6,9.3
1997,1,23,2.5,0,10,1.1,3.5,6.3,4.6
1997,1,24,9,0,10,0.5,2.7,6.9,4.6
1997,1,25,11,0.9,10,-0.5,1.8,5.6,7.2
1997,1,26,10,0.1,9.8,0.4,2.8,6.3,5.6
1997,1,27,13,2.5,7.8,1.3,4,7,4.2
1997,1,28,16.5,1.6,10,1.9,4.3,7,6.4
1997,1,29,23,0,9.8,0.2,1.8,6,6.9
1997,1,30,2.5,1.5,8.3,-0.1,1.3,5.3,4.8
1997,1,31,0,7.1,6.8,0.1,2,5.2,3.2
1997,2,1,6.5,1,9.8,-0.6,1,5.8,2.5
1997,2,2,0,3,10,-0.2,2.8,5.9,1.9
1997,2,3,9,0.4,8.5,0.4,3.2,6.4,6.6
1997,2,4,4,0.9,10,0.1,1.4,5.5,6.1
1997,2,5,0,2.8,7.5,0.4,2.7,5.6,
1997,2,6,9,2.5,5.5,-0.4,3.4,6.2,4.9
1997,2,7,0,2.1,10,1.9,3.8,5.7,3.7
1997,2,8,0,4.8,6.3,0.4,4.2,5.8,2.1
1997,2,9,0,8.4,3,0.3,5.1,6.1,2.6
1997,2,10,0,3.7,8,1,5.1,6.5,3
1997,2,11,8.5,0,6.3,0.6,2.8,6.2,6.3
1997,2,12,4.5,1.1,9.8,0.2,2.9,4.9,7.1
1997,2,13,4.5,1.7,8.3,-0.2,1.2,5.2,3.6
1997,2,14,5.5,4.3,5.5,-0.9,2.2,5.9,3.2
1997,2,15,2.5,6.6,10,0.8,6.4,5.2,3.8
1997,2,16,11,0.4,10,1.6,5.4,7.6,6.2
1997,2,17,1,1.2,9.5,1.1,3.3,5.2,6
1997,2,18,13,0.4,9.8,-0.5,0.7,5.9,2.3
1997,2,19,7,2.7,9,-1.1,1.6,5.5,5.8
1997,2,20,1.5,3.7,9.3,3,6.2,6.1,8.3
1997,2,21,11,0.3,10,-3,1.5,5,12
1997,2,22,9.5,0.4,7.8,-3.5,-1.8,4.4,7.4
1997,2,23,0,8.2,4.8,-3,1.5,4.7,2.2
1997,2,24,0,9.9,2.5,-1.7,4.1,5.8,2.4
1997,2,25,5.5,2.8,5,0.4,9.1,8,4.3
1997,2,26,0.5,2.4,6.8,2.5,7.5,7.4,5.8
1997,2,27,0,9.5,1,0.3,4.4,5.6,3.8
1997,2,28,0,10.3,2.5,0.6,11,6.7,5.6
1997,3,1,19,0,9.3,1.4,8.2,8.2,7.1
1997,3,2,0,5.3,5,-0.7,4.6,5.4,5.8
1997,3,3,0,6.7,4.3,0.8,3.3,5.3,5.3
1997,3,4,1,3.8,5.8,1,5.8,6.6,5.2
1997,3,5,0.5,6.1,3.5,4.9,9,7.7,5
1997,3,6,0,9.7,5,2.8,11.8,6.1,4
1997,3,7,0,3,9.8,5.8,12.3,10.6,6.9
1997,3,8,2,5.1,6.5,3.1,7.4,6.4,5
1997,3,9,1,4.7,5.3,1.7,5.4,6.2,3
1997,3,10,1,5.7,5,-0.8,7,6.5,3.9
1997,3,11,1.5,7.4,4.5,2.8,8.7,7.9,5.8
1997,3,12,0,10.9,3,0.4,5.3,4.8,5
1997,3,13,0,10.8,2.8,2.8,8.6,5.6,4.3
1997,3,14,4.5,6.2,10,6.8,10.9,9.1,4.6
1997,3,15,10.5,0.1,10,7.4,8.3,9.9,4.6
1997,3,16,6.5,0,10,5.2,7.4,9.1,4.3
1997,3,17,0,8.2,3.5,1.9,5.7,5.8,5.6
1997,3,18,0,11.4,0.8,0.2,5.2,5.7,3.1
1997,3,19,0,11.2,2.5,2.3,7,6.3,4.5
1997,3,20,0,9.3,4,1.1,6.3,6,4.9
1997,3,21,8,7.1,5,2.5,8.9,8,2.4
1997,3,22,9.5,4.2,8,5.3,8.7,9.4,4.2
1997,3,23,2.5,7.2,8.5,3.5,6.6,6.8,4.2
1997,3,24,2,3.9,9.8,-0.7,3.1,4.9,4.6
1997,3,25,0,11.4,2.8,0.1,8.1,6.6,5.5
1997,3,26,0,5.6,8.8,4.9,9.7,8.4,3.9
1997,3,27,3,6.6,5,6.6,9.7,9.4,3.7
1997,3,28,0,9.1,4.8,4.3,10.5,7.7,3
1997,3,29,11,0,9,6.9,12.3,9.6,3
1997,3,30,9,0.6,10,4.5,8.5,9.1,7
1997,3,31,0,5,7.5,3.5,6.9,6.1,4.5
1997,4,1,0,11.3,5,3,8.2,6.1,2.4
1997,4,2,45.5,0,10,7.4,10,9.5,2.9
1997,4,3,38,0,10,10.3,11.4,13,4
1997,4,4,6,0,10,9.5,10.3,11.9,4.1
1997,4,5,31.5,0,10,9.8,10.8,12.5,3.1
1997,4,6,29.5,0,10,10.2,11.2,12.8,4.2
1997,4,7,15.5,0,10,8.7,10,11.7,5.2
1997,4,8,1.5,6.4,10,8.4,11.3,9.9,3.8
1997,4,9,0,4.4,8.8,9,13.1,9.5,6.2
1997,4,10,0,11.6,0.8,7.2,11.1,7.8,5
1997,4,11,0,4.5,5,6.2,10.4,7.6,6.1
1997,4,12,0,11.8,0,4.8,11.6,7,6.5
1997,4,13,0,10.2,3,11.3,14.9,8.3,6.7
1997,4,14,0,10.4,2.5,10.8,14.8,10.3,5.7
1997,4,15,0,1.5,7.5,6.2,10.6,7.4,5.8
1997,4,16,0,12.1,0.5,3.4,8.5,7.4,4.6
1997,4,17,0,8.2,4.3,4.4,12.6,7.6,2.8
1997,4,18,5.5,0.2,10,8.9,11.2,11.3,2.5
1997,4,19,0,12.3,1.5,4.9,9.9,9.7,3.5
1997,4,20,0,11.8,1.5,5.8,12.1,9.4,3.8
1997,4,21,1,3.8,6.8,9.6,15.6,11,3.3
1997,4,22,26,0,10,11.7,13.4,13.6,2.2
1997,4,23,5,4.3,6.5,7.7,10.1,9.7,5.7
1997,4,24,1,10.7,6.3,6.7,10.3,8.6,3.2
1997,4,25,0,12.8,0,7.4,12,8.3,3.3
1997,4,26,0,12.7,0,7,13.6,8,3.3
1997,4,27,0,11.5,4,9.9,16.4,7.4,3.9
1997,4,28,13,0,10,12.8,15.8,13.1,2.3
1997,4,29,0,8.7,5,14.1,19.1,13,5.2
1997,4,30,0.5,0,9.3,11.7,15.3,14.8,3.2
1997,5,1,0,9.9,1.5,9.8,16.4,12.5,2.4
1997,5,2,0,6.6,6,12,17.7,12.8,3.6
1997,5,3,0,0.1,9.8,14,16.3,13.5,4.9
1997,5,4,11,5.7,9.5,15.5,19.7,17.2,4.8
1997,5,5,3,2.9,7.8,15.3,17.7,18,3
1997,5,6,0,7.8,9,16.4,21.4,19.1,5
1997,5,7,0,8.5,10,15.7,22.4,17.9,4.4
1997,5,8,66.5,0.1,10,11,20.8,17.2,9.8
1997,5,9,1.5,7,5.5,8.8,12,10.9,4.3
1997,5,10,0,12.1,2.3,9.1,18.5,9.5,4.6
1997,5,11,0,8.7,9.8,14,19.6,12.4,4
1997,5,12,0,12.1,1,13.3,17.9,14.6,4.5
1997,5,13,4,0.6,10,14.5,18.6,16.5,2.5
1997,5,14,34.5,0,10,15.9,18.8,19.8,2.7
1997,5,15,6,0.7,10,18.5,20.3,21.5,4.2
1997,5,16,0,2.6,10,17,22.5,20.3,4
1997,5,17,14.5,8.9,4.8,14.5,18.1,12.8,4.9
1997,5,18,0,10.1,3.5,11.9,20.1,7.7,5.3
1997,5,19,1,4.4,8,14.3,18.8,12.5,3.4
1997,5,20,30,4.4,9,12.8,15.5,15.1,3.6
1997,5,21,11,0.8,10,11.2,13.5,12.8,6.1
1997,5,22,18.5,0.2,10,11,12.9,12.5,4.6
1997,5,23,0,13.4,4.5,10.6,16.4,11.7,2.9
1997,5,24,18,1.9,9.8,13.4,17.4,13.3,2.8
1997,5,25,0,5.3,6,11.6,15.2,11.8,4.9
1997,5,26,9,1.2,9.3,12.1,14.6,12.2,4.9
1997,5,27,3,4.3,9,12.5,15.1,13,4.1
1997,5,28,0,9.7,8.3,12.4,15.9,13,4.2
1997,5,29,0,1.7,8.3,12.5,17.6,13.7,2.4
1997,5,30,0,7.2,7,15.7,20.8,14,3.5
1997,5,31,0,7.4,5.3,16.9,19.7,16.9,3.5
1997,6,1,0,10.7,5,13.9,20.1,13.1,3.1
1997,6,2,0,0,8,18.2,20.7,17,2.2
1997,6,3,0.5,8.3,8.5,17.3,22.4,17.7,3.4
1997,6,4,49,0,9.5,17,18.7,20.4,2.1
1997,6,5,4.5,7.7,6,16,18.4,16.6,3.2
1997,6,6,2.5,2.8,9,15.1,17.1,15.3,3.5
1997,6,7,0,11,2.8,13.7,17.7,14.7,3.3
1997,6,8,0,9.8,6.5,16,20.6,15.5,3.8
1997,6,9,0.5,0.6,9.8,19,21.6,17.6,2.3
1997,6,10,6,1.4,10,17.7,19.2,18.7,3.4
1997,6,11,0,0.2,10,16.5,19.5,17.7,1.8
1997,6,12,0,11.6,7.5,17.7,19.7,18.7,2.3
1997,6,13,0,10.9,5.3,16.4,20.5,18.1,2.8
1997,6,14,0,8,9,17.4,20.6,18.8,3.1
1997,6,15,0,2.6,10,17.9,21.2,19.5,3.1
1997,6,16,0,2,9.3,18.7,19.9,18.2,4
1997,6,17,0,6.4,6.3,18.3,20.7,18.3,2.5
1997,6,18,0,3.5,7.5,18.8,22.8,19.4,2.8
1997,6,19,0,12.4,4.5,19.8,25,20.5,3.5
1997,6,20,12,0,10,18.8,21.6,23,4.4
1997,6,21,4.5,8.3,9.3,18.8,22.1,21.3,3.4
1997,6,22,0,4.4,9,19.4,22.9,20.1,2
1997,6,23,0,7.1,7.3,20.8,23.6,20.8,2.5
1997,6,24,0,13.7,0.8,20.1,24.6,20.9,2.4
1997,6,25,0,3.7,9.3,21.9,25.4,23.1,2.8
1997,6,26,2,0.3,9.5,23.8,26.1,22.8,3.5
1997,6,27,0,7.1,8,23.4,26.9,24.4,3.6
1997,6,28,108,0,10,18.2,21.7,24,5.4
1997,6,29,5.5,11,4.8,17.7,20.9,19.1,4.5
1997,6,30,0,11,6,16.8,22.6,18.2,2.4
1997,7,1,0,12,7.3,20.3,26,18.8,2.3
1997,7,2,11.5,0,10,23.1,25.1,24.5,5.3
1997,7,3,1,0,10,23.2,26.7,25.9,6.7
1997,7,4,0,10.4,7.5,24.5,27.4,24.3,5.8
1997,7,5,2,0.1,9.8,24.2,27.4,24.2,6.2
1997,7,6,0,5.2,9,24,29.1,24.2,4.5
1997,7,7,1.5,1.1,8,22.1,28.3,22.3,6.9
1997,7,8,86,0,10,21.4,22,25.2,2.1
1997,7,9,39.5,0,10,19.1,21.1,23.6,3.2
1997,7,10,40,0,10,19.8,21.6,24,2.7
1997,7,11,10,0,10,21,22.2,24.5,2.8
1997,7,12,54.5,0,10,21,22.4,25.5,3
1997,7,13,11,0,10,21.7,22.8,25.5,3
1997,7,14,4,1.6,8,21.6,24.4,23.3,5.4
1997,7,15,14.5,5.3,8,20.3,25.3,24.8,5
1997,7,16,16,1.6,10,22.6,25.2,25.9,6.4
1997,7,17,31.5,0,10,19.8,21.9,24.1,3.7
1997,7,18,0,12.1,4.8,18.3,22.2,19.7,2.7
1997,7,19,0,9.9,2.5,19.1,23.2,20.5,3.1
1997,7,20,0,11.6,4,20.2,25.1,20.4,2.5
1997,7,21,0,11.7,4.8,20.8,26,20,2.7
1997,7,22,0,11.2,5.5,21.9,25.8,24,3
1997,7,23,0,11.7,2.8,22.7,27,23.6,3
1997,7,24,0,12.7,1.5,23.6,27,25,3.1
1997,7,25,0,10,5,23.7,27.3,25.2,3
1997,7,26,1.5,0.9,10,24.4,28.4,26,3.4
1997,7,27,6.5,0,10,24.8,27.6,23.5,5.1
1997,7,28,11.5,0,10,22.9,24.8,27.6,3
1997,7,29,7.5,0,8.5,23.5,25.1,28.5,2.9
1997,7,30,1.5,0.5,10,22.5,24.6,27.1,3
1997,7,31,0,5.2,7.8,23.3,26.2,27.6,3
1997,8,1,0,5.7,6,24.4,27.6,27.5,2.4
1997,8,2,0,9.1,5.3,25.1,27.9,27.5,2.5
1997,8,3,0,7.6,5.8,25,27.5,26.4,2.9
1997,8,4,34,8.6,8,22.8,27.7,27.1,4
1997,8,5,27.5,0,10,21.3,24.3,25.5,4.6
1997,8,6,14,2.4,9.5,22.1,24.9,25.7,2.4
1997,8,7,10.5,6.1,8.8,23,26.5,27.6,4.2
1997,8,8,2,3,8.3,23.2,28.5,27.1,3.9
1997,8,9,0,6.7,4.5,25,31.6,25.2,6.4
